pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_5
---------------------------------
| rollout/           |          |
|    explained_variance   | 0.777       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.67        |
|    n_updates            | 1110        |
|    policy_gradient_loss | -0.00163    |
|    std                  | 0.767       |
|    value_loss           | 12.3        |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 1.09e+03 |
|    ep_rew_mean     | 135      |
| time/              |          |
|    fps             | 67       |
|    iterations      | 112      |
|    time_elapsed    | 3399     |
|    total_timesteps | 229376   |
---------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.09e+03     |
|    ep_rew_mean          | 124          |
| time/                   |              |
|    fps                  | 67           |
|    iterations           | 113          |
|    time_elapsed         | 3422         |
|    total_timesteps      | 231424       |
| train/                  |              |
|    approx_kl            | 0.0038810694 |
|    clip_fraction        | 0.0295       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.15        |
|    explained_variance   | 0.886        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.111        |
|    n_updates            | 1120         |
|    policy_gradient_loss | -0.00244     |
|    std                  | 0.762        |
|    value_loss           | 1.52         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.09e+03     |
|    ep_rew_mean          | 113          |
| time/                   |              |
|    fps                  | 67           |
|    iterations           | 114          |
|    time_elapsed         | 3444         |
|    total_timesteps      | 233472       |
| train/                  |              |
|    approx_kl            | 0.0040208464 |
|    clip_fraction        | 0.0332       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.15        |
|    explained_variance   | 0.982        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0303       |
|    n_updates            | 1130         |
|    policy_gradient_loss | -0.00222     |
|    std                  | 0.76         |
|    value_loss           | 0.208        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.09e+03     |
|    ep_rew_mean          | 112          |
| time/                   |              |
|    fps                  | 67           |
|    iterations           | 115          |
|    time_elapsed         | 3467         |
|    total_timesteps      | 235520       |
| train/                  |              |
|    approx_kl            | 0.0046262615 |
|    clip_fraction        | 0.0479       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.972        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0761       |
|    n_updates            | 1140         |
|    policy_gradient_loss | -0.00375     |
|    std                  | 0.751        |
|    value_loss           | 0.498        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 101          |
| time/                   |              |
|    fps                  | 68           |
|    iterations           | 116          |
|    time_elapsed         | 3490         |
|    total_timesteps      | 237568       |
| train/                  |              |
|    approx_kl            | 0.0061623137 |
|    clip_fraction        | 0.065        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.974        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.136        |
|    n_updates            | 1150         |
|    policy_gradient_loss | -0.00467     |
|    std                  | 0.766        |
|    value_loss           | 0.934        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.1e+03     |
|    ep_rew_mean          | 101         |
| time/                   |             |
|    fps                  | 68          |
|    iterations           | 117         |
|    time_elapsed         | 3512        |
|    total_timesteps      | 239616      |
| train/                  |             |
|    approx_kl            | 0.005367572 |
|    clip_fraction        | 0.0491      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.15       |
|    explained_variance   | 0.974       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.277       |
|    n_updates            | 1160        |
|    policy_gradient_loss | -0.00486    |
|    std                  | 0.758       |
|    value_loss           | 1.06        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 90.5         |
| time/                   |              |
|    fps                  | 68           |
|    iterations           | 118          |
|    time_elapsed         | 3535         |
|    total_timesteps      | 241664       |
| train/                  |              |
|    approx_kl            | 0.0037842123 |
|    clip_fraction        | 0.0177       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.958        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.147        |
|    n_updates            | 1170         |
|    policy_gradient_loss | -0.0013      |
|    std                  | 0.762        |
|    value_loss           | 0.498        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.11e+03     |
|    ep_rew_mean          | 79.1         |
| time/                   |              |
|    fps                  | 68           |
|    iterations           | 119          |
|    time_elapsed         | 3558         |
|    total_timesteps      | 243712       |
| train/                  |              |
|    approx_kl            | 0.0052798013 |
|    clip_fraction        | 0.0375       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.981        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0459       |
|    n_updates            | 1180         |
|    policy_gradient_loss | -0.00443     |
|    std                  | 0.761        |
|    value_loss           | 0.411        |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.11e+03     |
|    ep_rew_mean          | 80.4         |
| time/                   |              |
|    fps                  | 68           |
|    iterations           | 120          |
|    time_elapsed         | 3580         |
|    total_timesteps      | 245760       |
| train/                  |              |
|    approx_kl            | 0.0041717663 |
|    clip_fraction        | 0.028        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.985        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.163        |
|    n_updates            | 1190         |
|    policy_gradient_loss | -0.00302     |
|    std                  | 0.744        |
|    value_loss           | 0.573        |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.11e+03   |
|    ep_rew_mean          | 82.5       |
| time/                   |            |
|    fps                  | 68         |
|    iterations           | 121        |
|    time_elapsed         | 3603       |
|    total_timesteps      | 247808     |
| train/                  |            |
|    approx_kl            | 0.00097042 |
|    clip_fraction        | 0.00161    |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.12      |
|    explained_variance   | 0.884      |
|    learning_rate        | 0.0003     |
|    loss                 | 1.23       |
|    n_updates            | 1200       |
|    policy_gradient_loss | -0.000532  |
|    std                  | 0.743      |
|    value_loss           | 4.89       |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.11e+03    |
|    ep_rew_mean          | 83.6        |
| time/                   |             |
|    fps                  | 68          |
|    iterations           | 122         |
|    time_elapsed         | 3625        |
|    total_timesteps      | 249856      |
| train/                  |             |
|    approx_kl            | 0.004818001 |
|    clip_fraction        | 0.0555      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.12       |
|    explained_variance   | 0.954       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.36        |
|    n_updates            | 1210        |
|    policy_gradient_loss | -0.00436    |
|    std                  | 0.739       |
|    value_loss           | 1.86        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.11e+03     |
|    ep_rew_mean          | 85.1         |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 123          |
|    time_elapsed         | 3648         |
|    total_timesteps      | 251904       |
| train/                  |              |
|    approx_kl            | 0.0035459185 |
|    clip_fraction        | 0.0505       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.13        |
|    explained_variance   | 0.994        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.0891       |
|    n_updates            | 1220         |
|    policy_gradient_loss | -0.00316     |
|    std                  | 0.757        |
|    value_loss           | 0.161        |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.1e+03    |
|    ep_rew_mean          | 96.1       |
| time/                   |            |
|    fps                  | 69         |
|    iterations           | 124        |
|    time_elapsed         | 3671       |
|    total_timesteps      | 253952     |
| train/                  |            |
|    approx_kl            | 0.00514378 |
|    clip_fraction        | 0.06       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.14      |
|    explained_variance   | 0.957      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.617      |
|    n_updates            | 1230       |
|    policy_gradient_loss | -0.00649   |
|    std                  | 0.76       |
|    value_loss           | 1.29       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.09e+03     |
|    ep_rew_mean          | 117          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 125          |
|    time_elapsed         | 3693         |
|    total_timesteps      | 256000       |
| train/                  |              |
|    approx_kl            | 0.0014355918 |
|    clip_fraction        | 0.00317      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.0448       |
|    learning_rate        | 0.0003       |
|    loss                 | 18.2         |
|    n_updates            | 1240         |
|    policy_gradient_loss | -0.00143     |
|    std                  | 0.76         |
|    value_loss           | 3.49e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 129          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 126          |
|    time_elapsed         | 3716         |
|    total_timesteps      | 258048       |
| train/                  |              |
|    approx_kl            | 0.0002395504 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.14        |
|    explained_variance   | 0.251        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.96e+03     |
|    n_updates            | 1250         |
|    policy_gradient_loss | -0.000408    |
|    std                  | 0.76         |
|    value_loss           | 6.49e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.09e+03    |
|    ep_rew_mean          | 141         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 127         |
|    time_elapsed         | 3739        |
|    total_timesteps      | 260096      |
| train/                  |             |
|    approx_kl            | 0.003156968 |
|    clip_fraction        | 0.00298     |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.452       |
|    learning_rate        | 0.0003      |
|    loss                 | 7.26        |
|    n_updates            | 1260        |
|    policy_gradient_loss | -0.00103    |
|    std                  | 0.759       |
|    value_loss           | 47.6        |
-----------------------------------------
Eval num_timesteps=262144, episode_reward=392.32 +/- 458.54
Episode length: 1090.10 +/- 217.80
-----------------------------------------
| eval/                   |             |
|    mean_ep_length       | 1.09e+03    |
|    mean_reward          | 392         |
| time/                   |             |
|    total timesteps      | 262144      |
| train/                  |             |
|    approx_kl            | 0.002636414 |
|    clip_fraction        | 0.00342     |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.215       |
|    learning_rate        | 0.0003      |
|    loss                 | 4.75e+03    |
|    n_updates            | 1270        |
|    policy_gradient_loss | -0.000922   |
|    std                  | 0.76        |
|    value_loss           | 3.17e+03    |
-----------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 1.09e+03 |
|    ep_rew_mean     | 142      |
| time/              |          |
|    fps             | 67       |
|    iterations      | 128      |
|    time_elapsed    | 3877     |
|    total_timesteps | 262144   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.09e+03    |
|    ep_rew_mean          | 155         |
| time/                   |             |
|    fps                  | 67          |
|    iterations           | 129         |
|    time_elapsed         | 3899        |
|    total_timesteps      | 264192      |
| train/                  |             |
|    approx_kl            | 0.003884583 |
|    clip_fraction        | 0.0168      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.708       |
|    learning_rate        | 0.0003      |
|    loss                 | 3.23        |
|    n_updates            | 1280        |
|    policy_gradient_loss | -0.00149    |
|    std                  | 0.759       |
|    value_loss           | 50.1        |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.09e+03    |
|    ep_rew_mean          | 156         |
| time/                   |             |
|    fps                  | 67          |
|    iterations           | 130         |
|    time_elapsed         | 3922        |
|    total_timesteps      | 266240      |
| train/                  |             |
|    approx_kl            | 0.002823025 |
|    clip_fraction        | 0.00522     |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.0571      |
|    learning_rate        | 0.0003      |
|    loss                 | 30.8        |
|    n_updates            | 1290        |
|    policy_gradient_loss | -0.000848   |
|    std                  | 0.761       |
|    value_loss           | 3.75e+03    |
-----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.09e+03    |
|    ep_rew_mean          | 159         |
| time/                   |             |
|    fps                  | 67          |
|    iterations           | 131         |
|    time_elapsed         | 3945        |
|    total_timesteps      | 268288      |
| train/                  |             |
|    approx_kl            | 0.005635179 |
|    clip_fraction        | 0.0605      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.14       |
|    explained_variance   | 0.647       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.85        |
|    n_updates            | 1300        |
|    policy_gradient_loss | -0.00566    |
|    std                  | 0.758       |
|    value_loss           | 9.81        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.08e+03     |
|    ep_rew_mean          | 183          |
| time/                   |              |
|    fps                  | 68           |
|    iterations           | 132          |
|    time_elapsed         | 3968         |
|    total_timesteps      | 270336       |
| train/                  |              |
|    approx_kl            | 0.0022762504 |
|    clip_fraction        | 0.0126       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.15        |
|    explained_variance   | 0.868        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.26         |
|    n_updates            | 1310         |
|    policy_gradient_loss | -0.000448    |
|    std                  | 0.766        |
|    value_loss           | 7.83         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.07e+03      |
|    ep_rew_mean          | 198           |
| time/                   |               |
|    fps                  | 68            |
|    iterations           | 133           |
|    time_elapsed         | 3991          |
|    total_timesteps      | 272384        |
| train/                  |               |
|    approx_kl            | 0.00014846382 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.15         |
|    explained_variance   | 0.1           |
|    learning_rate        | 0.0003        |
|    loss                 | 141           |
|    n_updates            | 1320          |
|    policy_gradient_loss | -0.000123     |
|    std                  | 0.766         |
|    value_loss           | 6.79e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.07e+03      |
|    ep_rew_mean          | 208           |
| time/                   |               |
|    fps                  | 68            |
|    iterations           | 134           |
|    time_elapsed         | 4013          |
|    total_timesteps      | 274432        |
| train/                  |               |
|    approx_kl            | 0.00028356694 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.15         |
|    explained_variance   | 0.0949        |
|    learning_rate        | 0.0003        |
|    loss                 | 4.64e+03      |
|    n_updates            | 1330          |
|    policy_gradient_loss | -9.76e-05     |
|    std                  | 0.766         |
|    value_loss           | 3.63e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.07e+03     |
|    ep_rew_mean          | 208          |
| time/                   |              |
|    fps                  | 68           |
|    iterations           | 135          |
|    time_elapsed         | 4036         |
|    total_timesteps      | 276480       |
| train/                  |              |
|    approx_kl            | 0.0021440722 |
|    clip_fraction        | 0.000977     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.15        |
|    explained_variance   | 0.277        |
|    learning_rate        | 0.0003       |
|    loss                 | 280          |
|    n_updates            | 1340         |
|    policy_gradient_loss | -0.000791    |
|    std                  | 0.767        |
|    value_loss           | 3.14e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.06e+03     |
|    ep_rew_mean          | 219          |
| time/                   |              |
|    fps                  | 68           |
|    iterations           | 136          |
|    time_elapsed         | 4059         |
|    total_timesteps      | 278528       |
| train/                  |              |
|    approx_kl            | 0.0017752156 |
|    clip_fraction        | 0.021        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.15        |
|    explained_variance   | 0.86         |
|    learning_rate        | 0.0003       |
|    loss                 | 4.58         |
|    n_updates            | 1350         |
|    policy_gradient_loss | -0.00146     |
|    std                  | 0.769        |
|    value_loss           | 13.2         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.07e+03     |
|    ep_rew_mean          | 240          |
| time/                   |              |
|    fps                  | 68           |
|    iterations           | 137          |
|    time_elapsed         | 4082         |
|    total_timesteps      | 280576       |
| train/                  |              |
|    approx_kl            | 0.0043168887 |
|    clip_fraction        | 0.0275       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.16        |
|    explained_variance   | 0.252        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.87e+03     |
|    n_updates            | 1360         |
|    policy_gradient_loss | -0.000712    |
|    std                  | 0.77         |
|    value_loss           | 3.39e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.07e+03     |
|    ep_rew_mean          | 251          |
| time/                   |              |
|    fps                  | 68           |
|    iterations           | 138          |
|    time_elapsed         | 4105         |
|    total_timesteps      | 282624       |
| train/                  |              |
|    approx_kl            | 0.0018467561 |
|    clip_fraction        | 0.00195      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.16        |
|    explained_variance   | 0.233        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.05e+03     |
|    n_updates            | 1370         |
|    policy_gradient_loss | -0.000594    |
|    std                  | 0.771        |
|    value_loss           | 3.03e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.08e+03      |
|    ep_rew_mean          | 240           |
| time/                   |               |
|    fps                  | 68            |
|    iterations           | 139           |
|    time_elapsed         | 4128          |
|    total_timesteps      | 284672        |
| train/                  |               |
|    approx_kl            | 1.7238228e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.16         |
|    explained_variance   | 0.362         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.21e+03      |
|    n_updates            | 1380          |
|    policy_gradient_loss | -5.39e-05     |
|    std                  | 0.77          |
|    value_loss           | 3.06e+03      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.08e+03    |
|    ep_rew_mean          | 229         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 140         |
|    time_elapsed         | 4150        |
|    total_timesteps      | 286720      |
| train/                  |             |
|    approx_kl            | 0.006701881 |
|    clip_fraction        | 0.0541      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.16       |
|    explained_variance   | 0.914       |
|    learning_rate        | 0.0003      |
|    loss                 | 2.02        |
|    n_updates            | 1390        |
|    policy_gradient_loss | -0.0058     |
|    std                  | 0.771       |
|    value_loss           | 6           |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.09e+03     |
|    ep_rew_mean          | 249          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 141          |
|    time_elapsed         | 4173         |
|    total_timesteps      | 288768       |
| train/                  |              |
|    approx_kl            | 0.0023238696 |
|    clip_fraction        | 0.0319       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.16        |
|    explained_variance   | 0.795        |
|    learning_rate        | 0.0003       |
|    loss                 | 11.3         |
|    n_updates            | 1400         |
|    policy_gradient_loss | -0.00121     |
|    std                  | 0.776        |
|    value_loss           | 11.6         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 301          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 142          |
|    time_elapsed         | 4196         |
|    total_timesteps      | 290816       |
| train/                  |              |
|    approx_kl            | 0.0018787873 |
|    clip_fraction        | 0.021        |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.17        |
|    explained_variance   | 0.342        |
|    learning_rate        | 0.0003       |
|    loss                 | 5.41         |
|    n_updates            | 1410         |
|    policy_gradient_loss | -0.0011      |
|    std                  | 0.778        |
|    value_loss           | 2.98e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 291          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 143          |
|    time_elapsed         | 4218         |
|    total_timesteps      | 292864       |
| train/                  |              |
|    approx_kl            | 0.0067708124 |
|    clip_fraction        | 0.0142       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.17        |
|    explained_variance   | 0.399        |
|    learning_rate        | 0.0003       |
|    loss                 | 187          |
|    n_updates            | 1420         |
|    policy_gradient_loss | -0.000703    |
|    std                  | 0.777        |
|    value_loss           | 5.86e+03     |
------------------------------------------
Eval num_timesteps=294912, episode_reward=4.55 +/- 321.90
Episode length: 1183.00 +/- 48.00
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 1.18e+03     |
|    mean_reward          | 4.55         |
| time/                   |              |
|    total timesteps      | 294912       |
| train/                  |              |
|    approx_kl            | 0.0037304843 |
|    clip_fraction        | 0.0193       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.17        |
|    explained_variance   | 0.0897       |
|    learning_rate        | 0.0003       |
|    loss                 | 100          |
|    n_updates            | 1430         |
|    policy_gradient_loss | 0.000313     |
|    std                  | 0.778        |
|    value_loss           | 3.29e+03     |
------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 1.1e+03  |
|    ep_rew_mean     | 290      |
| time/              |          |
|    fps             | 67       |
|    iterations      | 144      |
|    time_elapsed    | 4366     |
|    total_timesteps | 294912   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.1e+03     |
|    ep_rew_mean          | 288         |
| time/                   |             |
|    fps                  | 67          |
|    iterations           | 145         |
|    time_elapsed         | 4389        |
|    total_timesteps      | 296960      |
| train/                  |             |
|    approx_kl            | 0.003501865 |
|    clip_fraction        | 0.0481      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.18       |
|    explained_variance   | 0.89        |
|    learning_rate        | 0.0003      |
|    loss                 | 0.717       |
|    n_updates            | 1440        |
|    policy_gradient_loss | -0.00465    |
|    std                  | 0.788       |
|    value_loss           | 4.14        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.11e+03     |
|    ep_rew_mean          | 299          |
| time/                   |              |
|    fps                  | 67           |
|    iterations           | 146          |
|    time_elapsed         | 4412         |
|    total_timesteps      | 299008       |
| train/                  |              |
|    approx_kl            | 0.0029829158 |
|    clip_fraction        | 0.0181       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.18        |
|    explained_variance   | 0.378        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.9          |
|    n_updates            | 1450         |
|    policy_gradient_loss | -0.000353    |
|    std                  | 0.792        |
|    value_loss           | 2.94e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.11e+03     |
|    ep_rew_mean          | 299          |
| time/                   |              |
|    fps                  | 67           |
|    iterations           | 147          |
|    time_elapsed         | 4434         |
|    total_timesteps      | 301056       |
| train/                  |              |
|    approx_kl            | 0.0018217661 |
|    clip_fraction        | 0.0145       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.18        |
|    explained_variance   | 0.871        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.37         |
|    n_updates            | 1460         |
|    policy_gradient_loss | -0.000767    |
|    std                  | 0.786        |
|    value_loss           | 31.9         |
------------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.12e+03   |
|    ep_rew_mean          | 308        |
| time/                   |            |
|    fps                  | 67         |
|    iterations           | 148        |
|    time_elapsed         | 4457       |
|    total_timesteps      | 303104     |
| train/                  |            |
|    approx_kl            | 0.00559148 |
|    clip_fraction        | 0.0437     |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.17      |
|    explained_variance   | 0.953      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.251      |
|    n_updates            | 1470       |
|    policy_gradient_loss | -0.000871  |
|    std                  | 0.78       |
|    value_loss           | 1.27       |
----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.12e+03     |
|    ep_rew_mean          | 307          |
| time/                   |              |
|    fps                  | 68           |
|    iterations           | 149          |
|    time_elapsed         | 4480         |
|    total_timesteps      | 305152       |
| train/                  |              |
|    approx_kl            | 0.0016910277 |
|    clip_fraction        | 0.0148       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.17        |
|    explained_variance   | 0.342        |
|    learning_rate        | 0.0003       |
|    loss                 | 54           |
|    n_updates            | 1480         |
|    policy_gradient_loss | 0.00147      |
|    std                  | 0.78         |
|    value_loss           | 2.93e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.12e+03     |
|    ep_rew_mean          | 317          |
| time/                   |              |
|    fps                  | 68           |
|    iterations           | 150          |
|    time_elapsed         | 4502         |
|    total_timesteps      | 307200       |
| train/                  |              |
|    approx_kl            | 0.0027355184 |
|    clip_fraction        | 0.0247       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.17        |
|    explained_variance   | 0.843        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.546        |
|    n_updates            | 1490         |
|    policy_gradient_loss | -0.00101     |
|    std                  | 0.78         |
|    value_loss           | 2.41         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.11e+03     |
|    ep_rew_mean          | 338          |
| time/                   |              |
|    fps                  | 68           |
|    iterations           | 151          |
|    time_elapsed         | 4525         |
|    total_timesteps      | 309248       |
| train/                  |              |
|    approx_kl            | 0.0010678582 |
|    clip_fraction        | 0.00493      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.17        |
|    explained_variance   | 0.415        |
|    learning_rate        | 0.0003       |
|    loss                 | 623          |
|    n_updates            | 1500         |
|    policy_gradient_loss | -0.000434    |
|    std                  | 0.78         |
|    value_loss           | 2.78e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.11e+03      |
|    ep_rew_mean          | 338           |
| time/                   |               |
|    fps                  | 68            |
|    iterations           | 152           |
|    time_elapsed         | 4547          |
|    total_timesteps      | 311296        |
| train/                  |               |
|    approx_kl            | 0.00011638622 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.17         |
|    explained_variance   | 0.462         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.45e+03      |
|    n_updates            | 1510          |
|    policy_gradient_loss | -0.000159     |
|    std                  | 0.779         |
|    value_loss           | 5.5e+03       |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.11e+03      |
|    ep_rew_mean          | 349           |
| time/                   |               |
|    fps                  | 68            |
|    iterations           | 153           |
|    time_elapsed         | 4570          |
|    total_timesteps      | 313344        |
| train/                  |               |
|    approx_kl            | 0.00041662346 |
|    clip_fraction        | 0.00083       |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.17         |
|    explained_variance   | 0.868         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.13          |
|    n_updates            | 1520          |
|    policy_gradient_loss | -0.000361     |
|    std                  | 0.774         |
|    value_loss           | 91            |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.1e+03       |
|    ep_rew_mean          | 360           |
| time/                   |               |
|    fps                  | 68            |
|    iterations           | 154           |
|    time_elapsed         | 4592          |
|    total_timesteps      | 315392        |
| train/                  |               |
|    approx_kl            | 6.7182846e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.16         |
|    explained_variance   | 0.323         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.36e+03      |
|    n_updates            | 1530          |
|    policy_gradient_loss | 0.000473      |
|    std                  | 0.776         |
