pygame 2.0.1 (SDL 2.0.14, Python 3.7.11)
Hello from the pygame community. https://www.pygame.org/contribute.html
Using cpu device
Wrapping the env with a `Monitor` wrapper
Wrapping the env in a DummyVecEnv.
Logging to ./ACAS2D_PPO_tensorboard/run_1048576_6
---------------------------------
| rollout/           |          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 83           |
|    time_elapsed         | 2436         |
|    total_timesteps      | 169984       |
| train/                  |              |
|    approx_kl            | 0.0035834275 |
|    clip_fraction        | 0.0387       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.24        |
|    explained_variance   | 0.631        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.19         |
|    n_updates            | 820          |
|    policy_gradient_loss | -0.00281     |
|    std                  | 0.836        |
|    value_loss           | 7.39         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.07e+03     |
|    ep_rew_mean          | 62.8         |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 84           |
|    time_elapsed         | 2459         |
|    total_timesteps      | 172032       |
| train/                  |              |
|    approx_kl            | 0.0036691434 |
|    clip_fraction        | 0.00898      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.24        |
|    explained_variance   | 0.913        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.136        |
|    n_updates            | 830          |
|    policy_gradient_loss | -0.000515    |
|    std                  | 0.835        |
|    value_loss           | 2.74         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.08e+03     |
|    ep_rew_mean          | 82.3         |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 85           |
|    time_elapsed         | 2481         |
|    total_timesteps      | 174080       |
| train/                  |              |
|    approx_kl            | 0.0056403195 |
|    clip_fraction        | 0.0408       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.24        |
|    explained_variance   | 0.902        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.51         |
|    n_updates            | 840          |
|    policy_gradient_loss | -0.00456     |
|    std                  | 0.837        |
|    value_loss           | 1.05         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.09e+03      |
|    ep_rew_mean          | 92.7          |
| time/                   |               |
|    fps                  | 70            |
|    iterations           | 86            |
|    time_elapsed         | 2504          |
|    total_timesteps      | 176128        |
| train/                  |               |
|    approx_kl            | 0.00013838088 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.24         |
|    explained_variance   | 0.0411        |
|    learning_rate        | 0.0003        |
|    loss                 | 157           |
|    n_updates            | 850           |
|    policy_gradient_loss | -0.000329     |
|    std                  | 0.837         |
|    value_loss           | 3.63e+03      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.1e+03     |
|    ep_rew_mean          | 103         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 87          |
|    time_elapsed         | 2527        |
|    total_timesteps      | 178176      |
| train/                  |             |
|    approx_kl            | 0.003008083 |
|    clip_fraction        | 0.0121      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.24       |
|    explained_variance   | 0.948       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.295       |
|    n_updates            | 860         |
|    policy_gradient_loss | -0.00184    |
|    std                  | 0.831       |
|    value_loss           | 1.15        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 114          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 88           |
|    time_elapsed         | 2550         |
|    total_timesteps      | 180224       |
| train/                  |              |
|    approx_kl            | 0.0022709575 |
|    clip_fraction        | 0.00396      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.23        |
|    explained_variance   | 0.926        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.27         |
|    n_updates            | 870          |
|    policy_gradient_loss | -0.000878    |
|    std                  | 0.831        |
|    value_loss           | 6.2          |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.12e+03     |
|    ep_rew_mean          | 148          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 89           |
|    time_elapsed         | 2573         |
|    total_timesteps      | 182272       |
| train/                  |              |
|    approx_kl            | 0.0049623027 |
|    clip_fraction        | 0.00923      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.23        |
|    explained_variance   | 0.813        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.33         |
|    n_updates            | 880          |
|    policy_gradient_loss | -0.00124     |
|    std                  | 0.829        |
|    value_loss           | 13.7         |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.13e+03      |
|    ep_rew_mean          | 180           |
| time/                   |               |
|    fps                  | 71            |
|    iterations           | 90            |
|    time_elapsed         | 2595          |
|    total_timesteps      | 184320        |
| train/                  |               |
|    approx_kl            | 1.5423953e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.23         |
|    explained_variance   | 0.155         |
|    learning_rate        | 0.0003        |
|    loss                 | 6.54e+03      |
|    n_updates            | 890           |
|    policy_gradient_loss | -3.41e-05     |
|    std                  | 0.828         |
|    value_loss           | 6.9e+03       |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.15e+03      |
|    ep_rew_mean          | 201           |
| time/                   |               |
|    fps                  | 71            |
|    iterations           | 91            |
|    time_elapsed         | 2618          |
|    total_timesteps      | 186368        |
| train/                  |               |
|    approx_kl            | 2.1834276e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.23         |
|    explained_variance   | 0.257         |
|    learning_rate        | 0.0003        |
|    loss                 | 5.4           |
|    n_updates            | 900           |
|    policy_gradient_loss | 3.47e-05      |
|    std                  | 0.828         |
|    value_loss           | 3.41e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.15e+03     |
|    ep_rew_mean          | 199          |
| time/                   |              |
|    fps                  | 71           |
|    iterations           | 92           |
|    time_elapsed         | 2641         |
|    total_timesteps      | 188416       |
| train/                  |              |
|    approx_kl            | 0.0018312401 |
|    clip_fraction        | 0.00854      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.24        |
|    explained_variance   | 0.909        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.253        |
|    n_updates            | 910          |
|    policy_gradient_loss | -0.00187     |
|    std                  | 0.842        |
|    value_loss           | 3.9          |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.14e+03    |
|    ep_rew_mean          | 211         |
| time/                   |             |
|    fps                  | 71          |
|    iterations           | 93          |
|    time_elapsed         | 2664        |
|    total_timesteps      | 190464      |
| train/                  |             |
|    approx_kl            | 0.001351986 |
|    clip_fraction        | 0.000781    |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.25       |
|    explained_variance   | 0.88        |
|    learning_rate        | 0.0003      |
|    loss                 | 47.4        |
|    n_updates            | 920         |
|    policy_gradient_loss | -0.00101    |
|    std                  | 0.843       |
|    value_loss           | 25.9        |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.14e+03      |
|    ep_rew_mean          | 201           |
| time/                   |               |
|    fps                  | 71            |
|    iterations           | 94            |
|    time_elapsed         | 2686          |
|    total_timesteps      | 192512        |
| train/                  |               |
|    approx_kl            | 8.3693245e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.25         |
|    explained_variance   | 0.194         |
|    learning_rate        | 0.0003        |
|    loss                 | 6.6e+03       |
|    n_updates            | 930           |
|    policy_gradient_loss | -0.000104     |
|    std                  | 0.843         |
|    value_loss           | 6.82e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.14e+03     |
|    ep_rew_mean          | 211          |
| time/                   |              |
|    fps                  | 71           |
|    iterations           | 95           |
|    time_elapsed         | 2709         |
|    total_timesteps      | 194560       |
| train/                  |              |
|    approx_kl            | 0.0014656421 |
|    clip_fraction        | 0.00132      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.25        |
|    explained_variance   | 0.349        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.82e+03     |
|    n_updates            | 940          |
|    policy_gradient_loss | 2.19e-06     |
|    std                  | 0.841        |
|    value_loss           | 3.18e+03     |
------------------------------------------
Eval num_timesteps=196608, episode_reward=217.23 +/- 318.86
Episode length: 1196.60 +/- 10.20
-------------------------------------------
| eval/                   |               |
|    mean_ep_length       | 1.2e+03       |
|    mean_reward          | 217           |
| time/                   |               |
|    total timesteps      | 196608        |
| train/                  |               |
|    approx_kl            | 3.7741265e-06 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.25         |
|    explained_variance   | 0.276         |
|    learning_rate        | 0.0003        |
|    loss                 | 288           |
|    n_updates            | 950           |
|    policy_gradient_loss | -4.93e-05     |
|    std                  | 0.84          |
|    value_loss           | 3.35e+03      |
-------------------------------------------
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 1.14e+03 |
|    ep_rew_mean     | 212      |
| time/              |          |
|    fps             | 68       |
|    iterations      | 96       |
|    time_elapsed    | 2858     |
|    total_timesteps | 196608   |
---------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.14e+03    |
|    ep_rew_mean          | 212         |
| time/                   |             |
|    fps                  | 68          |
|    iterations           | 97          |
|    time_elapsed         | 2881        |
|    total_timesteps      | 198656      |
| train/                  |             |
|    approx_kl            | 0.005688326 |
|    clip_fraction        | 0.041       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.25       |
|    explained_variance   | 0.861       |
|    learning_rate        | 0.0003      |
|    loss                 | 10.1        |
|    n_updates            | 960         |
|    policy_gradient_loss | -0.00542    |
|    std                  | 0.852       |
|    value_loss           | 25.9        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.14e+03     |
|    ep_rew_mean          | 212          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 98           |
|    time_elapsed         | 2903         |
|    total_timesteps      | 200704       |
| train/                  |              |
|    approx_kl            | 0.0040438483 |
|    clip_fraction        | 0.0495       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.26        |
|    explained_variance   | 0.841        |
|    learning_rate        | 0.0003       |
|    loss                 | 4.45         |
|    n_updates            | 970          |
|    policy_gradient_loss | -0.00345     |
|    std                  | 0.863        |
|    value_loss           | 5.73         |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.14e+03    |
|    ep_rew_mean          | 212         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 99          |
|    time_elapsed         | 2926        |
|    total_timesteps      | 202752      |
| train/                  |             |
|    approx_kl            | 0.008057928 |
|    clip_fraction        | 0.0862      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.26       |
|    explained_variance   | 0.967       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.561       |
|    n_updates            | 980         |
|    policy_gradient_loss | -0.0035     |
|    std                  | 0.852       |
|    value_loss           | 0.737       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.14e+03     |
|    ep_rew_mean          | 213          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 100          |
|    time_elapsed         | 2949         |
|    total_timesteps      | 204800       |
| train/                  |              |
|    approx_kl            | 0.0040407395 |
|    clip_fraction        | 0.0235       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.26        |
|    explained_variance   | 0.949        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.243        |
|    n_updates            | 990          |
|    policy_gradient_loss | -0.00214     |
|    std                  | 0.869        |
|    value_loss           | 0.664        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.14e+03    |
|    ep_rew_mean          | 225         |
| time/                   |             |
|    fps                  | 69          |
|    iterations           | 101         |
|    time_elapsed         | 2972        |
|    total_timesteps      | 206848      |
| train/                  |             |
|    approx_kl            | 0.006101885 |
|    clip_fraction        | 0.0339      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.28       |
|    explained_variance   | 0.965       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.187       |
|    n_updates            | 1000        |
|    policy_gradient_loss | -0.00326    |
|    std                  | 0.873       |
|    value_loss           | 0.584       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.14e+03     |
|    ep_rew_mean          | 226          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 102          |
|    time_elapsed         | 2995         |
|    total_timesteps      | 208896       |
| train/                  |              |
|    approx_kl            | 3.246704e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.28        |
|    explained_variance   | 0.212        |
|    learning_rate        | 0.0003       |
|    loss                 | 8.65         |
|    n_updates            | 1010         |
|    policy_gradient_loss | 5.7e-05      |
|    std                  | 0.873        |
|    value_loss           | 3.23e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.14e+03     |
|    ep_rew_mean          | 227          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 103          |
|    time_elapsed         | 3018         |
|    total_timesteps      | 210944       |
| train/                  |              |
|    approx_kl            | 0.0047178487 |
|    clip_fraction        | 0.0375       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.28        |
|    explained_variance   | 0.97         |
|    learning_rate        | 0.0003       |
|    loss                 | 0.109        |
|    n_updates            | 1020         |
|    policy_gradient_loss | -0.00424     |
|    std                  | 0.868        |
|    value_loss           | 0.562        |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.14e+03    |
|    ep_rew_mean          | 227         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 104         |
|    time_elapsed         | 3040        |
|    total_timesteps      | 212992      |
| train/                  |             |
|    approx_kl            | 0.005704346 |
|    clip_fraction        | 0.0325      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.27       |
|    explained_variance   | 0.949       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.237       |
|    n_updates            | 1030        |
|    policy_gradient_loss | -0.00316    |
|    std                  | 0.851       |
|    value_loss           | 1.45        |
-----------------------------------------
----------------------------------------
| rollout/                |            |
|    ep_len_mean          | 1.14e+03   |
|    ep_rew_mean          | 228        |
| time/                   |            |
|    fps                  | 70         |
|    iterations           | 105        |
|    time_elapsed         | 3063       |
|    total_timesteps      | 215040     |
| train/                  |            |
|    approx_kl            | 0.00301711 |
|    clip_fraction        | 0.02       |
|    clip_range           | 0.2        |
|    entropy_loss         | -1.27      |
|    explained_variance   | 0.977      |
|    learning_rate        | 0.0003     |
|    loss                 | 0.0597     |
|    n_updates            | 1040       |
|    policy_gradient_loss | -0.00121   |
|    std                  | 0.873      |
|    value_loss           | 0.416      |
----------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.13e+03    |
|    ep_rew_mean          | 239         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 106         |
|    time_elapsed         | 3085        |
|    total_timesteps      | 217088      |
| train/                  |             |
|    approx_kl            | 0.006563663 |
|    clip_fraction        | 0.0387      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.28       |
|    explained_variance   | 0.977       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.0754      |
|    n_updates            | 1050        |
|    policy_gradient_loss | -0.00344    |
|    std                  | 0.865       |
|    value_loss           | 0.29        |
-----------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.13e+03      |
|    ep_rew_mean          | 240           |
| time/                   |               |
|    fps                  | 70            |
|    iterations           | 107           |
|    time_elapsed         | 3108          |
|    total_timesteps      | 219136        |
| train/                  |               |
|    approx_kl            | 0.00016085681 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.27         |
|    explained_variance   | 0.2           |
|    learning_rate        | 0.0003        |
|    loss                 | 700           |
|    n_updates            | 1060          |
|    policy_gradient_loss | 0.000167      |
|    std                  | 0.865         |
|    value_loss           | 3.16e+03      |
-------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.13e+03    |
|    ep_rew_mean          | 240         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 108         |
|    time_elapsed         | 3131        |
|    total_timesteps      | 221184      |
| train/                  |             |
|    approx_kl            | 0.002376943 |
|    clip_fraction        | 0.025       |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.27       |
|    explained_variance   | 0.934       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.142       |
|    n_updates            | 1070        |
|    policy_gradient_loss | -0.00128    |
|    std                  | 0.857       |
|    value_loss           | 0.873       |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.12e+03     |
|    ep_rew_mean          | 263          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 109          |
|    time_elapsed         | 3154         |
|    total_timesteps      | 223232       |
| train/                  |              |
|    approx_kl            | 0.0018535182 |
|    clip_fraction        | 0.0132       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.26        |
|    explained_variance   | 0.935        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.145        |
|    n_updates            | 1080         |
|    policy_gradient_loss | -0.00036     |
|    std                  | 0.851        |
|    value_loss           | 0.301        |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.12e+03      |
|    ep_rew_mean          | 287           |
| time/                   |               |
|    fps                  | 70            |
|    iterations           | 110           |
|    time_elapsed         | 3177          |
|    total_timesteps      | 225280        |
| train/                  |               |
|    approx_kl            | 0.00034059767 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.26         |
|    explained_variance   | 0.3           |
|    learning_rate        | 0.0003        |
|    loss                 | 1.66e+03      |
|    n_updates            | 1090          |
|    policy_gradient_loss | -7.58e-05     |
|    std                  | 0.851         |
|    value_loss           | 6.18e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.12e+03     |
|    ep_rew_mean          | 298          |
| time/                   |              |
|    fps                  | 71           |
|    iterations           | 111          |
|    time_elapsed         | 3200         |
|    total_timesteps      | 227328       |
| train/                  |              |
|    approx_kl            | 4.578178e-06 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.26        |
|    explained_variance   | 0.273        |
|    learning_rate        | 0.0003       |
|    loss                 | 2.64e+03     |
|    n_updates            | 1100         |
|    policy_gradient_loss | -1.15e-06    |
|    std                  | 0.851        |
|    value_loss           | 6.6e+03      |
------------------------------------------
Eval num_timesteps=229376, episode_reward=647.38 +/- 550.95
Episode length: 1037.60 +/- 173.52
------------------------------------------
| eval/                   |              |
|    mean_ep_length       | 1.04e+03     |
|    mean_reward          | 647          |
| time/                   |              |
|    total timesteps      | 229376       |
| train/                  |              |
|    approx_kl            | 0.0005261517 |
|    clip_fraction        | 0.000488     |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.26        |
|    explained_variance   | 0.314        |
|    learning_rate        | 0.0003       |
|    loss                 | 9.64         |
|    n_updates            | 1110         |
|    policy_gradient_loss | -0.000695    |
|    std                  | 0.851        |
|    value_loss           | 3.49e+03     |
------------------------------------------
New best mean reward!
---------------------------------
| rollout/           |          |
|    ep_len_mean     | 1.11e+03 |
|    ep_rew_mean     | 308      |
| time/              |          |
|    fps             | 68       |
|    iterations      | 112      |
|    time_elapsed    | 3332     |
|    total_timesteps | 229376   |
---------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.11e+03      |
|    ep_rew_mean          | 320           |
| time/                   |               |
|    fps                  | 68            |
|    iterations           | 113           |
|    time_elapsed         | 3355          |
|    total_timesteps      | 231424        |
| train/                  |               |
|    approx_kl            | 0.00015805912 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.26         |
|    explained_variance   | 0.339         |
|    learning_rate        | 0.0003        |
|    loss                 | 1.04e+03      |
|    n_updates            | 1120          |
|    policy_gradient_loss | -2.92e-05     |
|    std                  | 0.852         |
|    value_loss           | 2.97e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.11e+03      |
|    ep_rew_mean          | 333           |
| time/                   |               |
|    fps                  | 69            |
|    iterations           | 114           |
|    time_elapsed         | 3378          |
|    total_timesteps      | 233472        |
| train/                  |               |
|    approx_kl            | 0.00034989425 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.26         |
|    explained_variance   | 0.363         |
|    learning_rate        | 0.0003        |
|    loss                 | 6.25e+03      |
|    n_updates            | 1130          |
|    policy_gradient_loss | -0.000535     |
|    std                  | 0.852         |
|    value_loss           | 3.07e+03      |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.1e+03       |
|    ep_rew_mean          | 345           |
| time/                   |               |
|    fps                  | 69            |
|    iterations           | 115           |
|    time_elapsed         | 3400          |
|    total_timesteps      | 235520        |
| train/                  |               |
|    approx_kl            | 0.00079144735 |
|    clip_fraction        | 0.000293      |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.26         |
|    explained_variance   | 0.436         |
|    learning_rate        | 0.0003        |
|    loss                 | 25.9          |
|    n_updates            | 1140          |
|    policy_gradient_loss | -0.00059      |
|    std                  | 0.854         |
|    value_loss           | 2.93e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 356          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 116          |
|    time_elapsed         | 3423         |
|    total_timesteps      | 237568       |
| train/                  |              |
|    approx_kl            | 0.0006109952 |
|    clip_fraction        | 0.00083      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.26        |
|    explained_variance   | 0.402        |
|    learning_rate        | 0.0003       |
|    loss                 | 20.9         |
|    n_updates            | 1150         |
|    policy_gradient_loss | -0.000322    |
|    std                  | 0.853        |
|    value_loss           | 2.82e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.1e+03       |
|    ep_rew_mean          | 355           |
| time/                   |               |
|    fps                  | 69            |
|    iterations           | 117           |
|    time_elapsed         | 3446          |
|    total_timesteps      | 239616        |
| train/                  |               |
|    approx_kl            | 3.1339703e-05 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.26         |
|    explained_variance   | 0.38          |
|    learning_rate        | 0.0003        |
|    loss                 | 4.35e+03      |
|    n_updates            | 1160          |
|    policy_gradient_loss | -4.11e-05     |
|    std                  | 0.853         |
|    value_loss           | 2.9e+03       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 376          |
| time/                   |              |
|    fps                  | 69           |
|    iterations           | 118          |
|    time_elapsed         | 3469         |
|    total_timesteps      | 241664       |
| train/                  |              |
|    approx_kl            | 7.593905e-05 |
|    clip_fraction        | 0            |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.26        |
|    explained_variance   | 0.38         |
|    learning_rate        | 0.0003       |
|    loss                 | 4.85e+03     |
|    n_updates            | 1170         |
|    policy_gradient_loss | -1.91e-05    |
|    std                  | 0.854        |
|    value_loss           | 5.66e+03     |
------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.1e+03       |
|    ep_rew_mean          | 376           |
| time/                   |               |
|    fps                  | 69            |
|    iterations           | 119           |
|    time_elapsed         | 3492          |
|    total_timesteps      | 243712        |
| train/                  |               |
|    approx_kl            | 0.00023122918 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.26         |
|    explained_variance   | 0.426         |
|    learning_rate        | 0.0003        |
|    loss                 | 3.4e+03       |
|    n_updates            | 1180          |
|    policy_gradient_loss | -0.000516     |
|    std                  | 0.854         |
|    value_loss           | 5.7e+03       |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 1.1e+03       |
|    ep_rew_mean          | 386           |
| time/                   |               |
|    fps                  | 69            |
|    iterations           | 120           |
|    time_elapsed         | 3515          |
|    total_timesteps      | 245760        |
| train/                  |               |
|    approx_kl            | 0.00016286373 |
|    clip_fraction        | 0             |
|    clip_range           | 0.2           |
|    entropy_loss         | -1.26         |
|    explained_variance   | 0.352         |
|    learning_rate        | 0.0003        |
|    loss                 | 246           |
|    n_updates            | 1190          |
|    policy_gradient_loss | -0.00027      |
|    std                  | 0.854         |
|    value_loss           | 2.91e+03      |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 384          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 121          |
|    time_elapsed         | 3538         |
|    total_timesteps      | 247808       |
| train/                  |              |
|    approx_kl            | 0.0021219915 |
|    clip_fraction        | 0.00898      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.26        |
|    explained_variance   | 0.556        |
|    learning_rate        | 0.0003       |
|    loss                 | 15.7         |
|    n_updates            | 1200         |
|    policy_gradient_loss | -0.00307     |
|    std                  | 0.853        |
|    value_loss           | 2.75e+03     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 384          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 122          |
|    time_elapsed         | 3560         |
|    total_timesteps      | 249856       |
| train/                  |              |
|    approx_kl            | 0.0042270627 |
|    clip_fraction        | 0.0197       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.26        |
|    explained_variance   | 0.449        |
|    learning_rate        | 0.0003       |
|    loss                 | 3.14         |
|    n_updates            | 1210         |
|    policy_gradient_loss | -0.00167     |
|    std                  | 0.854        |
|    value_loss           | 2.73e+03     |
------------------------------------------
-----------------------------------------
| rollout/                |             |
|    ep_len_mean          | 1.1e+03     |
|    ep_rew_mean          | 384         |
| time/                   |             |
|    fps                  | 70          |
|    iterations           | 123         |
|    time_elapsed         | 3583        |
|    total_timesteps      | 251904      |
| train/                  |             |
|    approx_kl            | 0.003452247 |
|    clip_fraction        | 0.0239      |
|    clip_range           | 0.2         |
|    entropy_loss         | -1.28       |
|    explained_variance   | 0.941       |
|    learning_rate        | 0.0003      |
|    loss                 | 0.328       |
|    n_updates            | 1220        |
|    policy_gradient_loss | -0.00234    |
|    std                  | 0.883       |
|    value_loss           | 1.26        |
-----------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 384          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 124          |
|    time_elapsed         | 3606         |
|    total_timesteps      | 253952       |
| train/                  |              |
|    approx_kl            | 0.0018223238 |
|    clip_fraction        | 0.00586      |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.29        |
|    explained_variance   | 0.919        |
|    learning_rate        | 0.0003       |
|    loss                 | 1.94         |
|    n_updates            | 1230         |
|    policy_gradient_loss | -0.00138     |
|    std                  | 0.88         |
|    value_loss           | 8.05         |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 1.1e+03      |
|    ep_rew_mean          | 382          |
| time/                   |              |
|    fps                  | 70           |
|    iterations           | 125          |
|    time_elapsed         | 3629         |
|    total_timesteps      | 256000       |
| train/                  |              |
|    approx_kl            | 0.0035334446 |
|    clip_fraction        | 0.0372       |
|    clip_range           | 0.2          |
|    entropy_loss         | -1.31        |
|    explained_variance   | 0.911        |
|    learning_rate        | 0.0003       |
|    loss                 | 0.113        |
|    n_updates            | 1240         |
